identifiant;nom;prenom;sexe;adresse;club;annee_naissance;licence
28476;POPOCA;HUGO;M;Montfort;EAPB;1955;283616
28477;PONCHO;IGNACIO;M;Iffendic;;1957;
28478;POMROY;CALEB;M;Melesse;JA Melesse Athletisme;1947;283618
28479;POMA;TOMAS;M;Bruz;;1970;
28480;POLSKY;SHELDON;M;Saint Malo;CJF St Malo;1971;283620
28481;POLSGROVE;ERICK;M;Dinard;;1972;
28482;POLIDORE;FRANKIE;M;Angers;Anjou Athletisme;1973;283622
28483;PODRAZA;STEWART;M;Brest;Stade Brestois;1974;283623
28484;PLYMALE;DOYLE;M;Nantes;;1975;
28485;PLESCIA;DARREL;M;Pace;SRA;1975;283625
28486;PLEAU;ROGELIO;M;Vern;;1976;
28487;PLATTE;TERENCE;M;Mordelles;;1976;
28488;PLATO;SANTIAGO;M;Saint Brieuc;ASPTT St Brieuc;1977;283628
28489;PIZZI;ALONZO;M;Paris;;1977;
28490;PINCHON;ELIAS;M;Chantepie;;1978;
28491;PICOT;BERT;M;Cesson Sevigne;Athletic club cessonais;1979;283631
28492;PICCIONE;ELBERT;M;Thorigne;;1980;
28493;PICAZO;RAMIRO;M;Vezin;;1981;
28494;PHILIBERT;CONRAD;M;Le Rheu;;1978;
28495;PHEBUS;PAT;M;Fougeres;ASPTT Fougeres;1979;283635
28496;PFOHL;NOAH;M;Dinan;;1980;
28497;PETELL;GRADY;M;Pont Pean;;1981;
28498;PESSO;PHIL;M;Pont Rean;;1982;
28499;PESANTE;CORNELIUS;M;Chateaugiron;;1983;
28500;PERVIS;LAMAR;M;Rennes;SRA;1984;283640
28501;PERRINS;ROLANDO;M;Cesson Sevigne;;1985;
28502;PERLEY;CLAY;M;Rennes;SRA;1986;283642
28503;PERKEY;PERCY;M;Romille;;1987;
28504;PEREIDA;DEXTER;M;Chateaubourg;;1988;
28505;PENATE;BRADFORD;M;Nantes;Nantes Metropole Athletisme;1989;283645
28506;PELOSO;MERLE;M;Paris;;1990;
28507;PELLERITO;DARIN;M;Saint Brieuc;;1982;
28508;PEFFLEY;AMOS;M;Brest;;1983;
28509;PEDDICORD;TERRELL;M;Morlaix;;1984;
28510;PECINA;MOSES;M;Quimper;;1985;
28511;PEALE;IRVIN;M;Bruz;;1986;
28512;PEAKS;SAUL;M;Chartres de Bretagne;EACB;1987;283652
28513;PAYETTE;ROMAN;M;Chantepie;;1988;
28514;PAXMAN;DARNELL;M;Saint Erblon;;1989;
28515;PAWLIKOWSKI;RANDAL;M;La Meziere;;1990;
28516;PAVY;TOMMIE;M;Montgermont;;1991;
28517;PAVLOV;TIMMY;M;Bourgbarre;;1992;
28518;PATRY;DARRIN;M;Orgeres;;1993;
28519;PATMON;WINSTON;M;Montfort;;1994;
28520;PATIL;BRENDAN;M;Iffendic;;1995;
28521;PATER;TOBY;M;Melesse;;1996;
28522;PATAK;VAN;M;Bruz;;1997;
28523;PASQUA;ABEL;M;Saint Malo;;1998;
28524;PASCHE;DOMINICK;M;Dinard;;1999;
28525;PARTYKA;BOYD;M;Angers;;2000;
28526;PARODY;COURTNEY;M;Brest;;1983;
28527;PARMETER;JAN;M;Nantes;;1984;
28528;PARES;EMILIO;M;Pace;;1985;
28529;PARDI;ELIJAH;M;Vern;;1986;
28530;PAONESSA;CARY;M;Mordelles;;1987;
28531;PAO;DOMINGO;M;Saint Brieuc;;1988;
28532;PANOZZO;SANTOS;M;Paris;Racing club;1989;283672
28533;PANAMENO;AUBREY;M;Chantepie;;1990;
28534;PALETTA;EMMETT;M;Cesson Sevigne;;1991;
28535;PAIT;MARLON;M;Thorigne;;1992;
28536;OYERVIDES;EMANUEL;M;Vezin;;1993;
28537;OSSMAN;JERALD;M;Le Rheu;;1994;
28538;OSHIMA;EDMOND;M;Fougeres;;1995;
28539;ORTLIEB;EMIL;M;Dinan;;1996;
28540;ORSAK;DEWAYNE;M;Pont Pean;;1997;
28541;ORLEANS;WILL;M;Pont Rean;;1998;
28542;ONLEY;OTTO;M;Chateaugiron;;1999;
28543;ON ;TEDDY;M;Rennes;EARTA;2000;283683
28544;OLDROYD;REYNALDO;M;Cesson Sevigne;;1996;
28545;OKANO;BRET;M;Rennes;;1997;
28546;OHORA;MORGAN;M;Romille;;1998;
28547;OFFLEY;JESS;M;Chateaubourg;;1999;
28548;OESTREICHER;TRENT;M;Nantes;;2000;
28549;ODONOVAN;HUMBERTO;M;Paris;;1963;
28550;ODHAM;EMMANUEL;M;Saint Brieuc;;1965;
28551;ODEGARD;STEPHAN;M;Brest;;1969;
28552;OBST;LOUIE;M;Morlaix;;1961;
28553;OBRIANT;VICENTE;M;Quimper;ASPTT Quimper;1951;283693
28554;OBRECHT;LAMONT;M;Bruz;Bruz Athletisme;1955;283694
28555;NUCCIO;STACY;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1957;283695
28556;NOWLING;GARLAND;M;Chantepie;;1947;
28557;NOWDEN;MILES;M;Saint Erblon;;1970;
28558;NOVELLI;MICAH;M;La Meziere;Agile Talon;1971;283698
28559;NOVELL;EFRAIN;M;Montgermont;;1972;
28560;NOST;BILLIE;M;Bourgbarre;;1973;
28561;NORSTROM;LOGAN;M;Orgeres;Jogging Loisir Orgeres;1974;283701
28562;NORFOLK;HEATH;M;Montfort;EAPB;1975;283702
28563;NORDGREN;RODGER;M;Iffendic;;1975;
28564;NOPPER;HARLEY;M;Melesse;JA Melesse Athletisme;1976;283704
28565;NOLLER;DEMETRIUS;M;Bruz;;1976;
28566;NISONGER;ETHAN;M;Saint Malo;CJF St Malo;1977;283706
28567;NISKANEN;ELDON;M;Dinard;;1977;
28568;NIENHUIS;ROCKY;M;Angers;Anjou Athletisme;1978;283708
28569;NIENABER;PIERRE;M;Brest;Stade Brestois;1979;283709
28570;NEUWIRTH;JUNIOR;M;Nantes;;1980;
28571;NEUMEYER;FREDDY;M;Pace;SRA;1981;283711
28572;NEICE;ELI;M;Vern;;1978;
28573;NAUGHER;BRYCE;M;Mordelles;;1979;
28574;NAIMAN;ANTOINE;M;Saint Brieuc;ASPTT St Brieuc;1980;283714
28575;NAGAMINE;ROBBIE;M;Paris;;1981;
28576;MUSTIN;KENDALL;M;Chantepie;;1982;
28577;MURRIETTA;ROYCE;M;Cesson Sevigne;Athletic club cessonais;1983;283717
28578;MURDAUGH;STERLING;M;Thorigne;;1984;
28579;MUNAR;MICKEY;M;Vezin;;1985;
28580;MULBERRY;CHASE;M;Le Rheu;;1986;
28581;MUHLBAUER;GROVER;M;Fougeres;ASPTT Fougeres;1987;283721
28582;MROCZKOWSKI;ELTON;M;Dinan;;1988;
28583;MOWDY;CLEVELAND;M;Pont Pean;;1989;
28584;MOUW;DYLAN;M;Pont Rean;;1990;
28585;MOUSEL;CHUCK;M;Chateaugiron;;1982;
28586;MOUNTCASTLE;DAMIAN;M;Rennes;SRA;1983;283726
28587;MOSCOWITZ;REUBEN;M;Cesson Sevigne;;1984;
28588;MOSCO;STAN;M;Rennes;SRA;1985;283728
28589;MORRO;AUGUST;M;Romille;;1986;
28590;MORESI;LEONARDO;M;Chateaubourg;;1987;
28591;MORAGO;JASPER;M;Nantes;Nantes Metropole Athletisme;1988;283731
28592;MOOMAW;RUSSEL;M;Paris;;1989;
28593;MONTROY;ERWIN;M;Saint Brieuc;;1990;
28594;MONTPAS;BENITO;M;Brest;;1991;
28595;MONTIETH;HANS;M;Morlaix;;1992;
28596;MONTANARO;MONTE;M;Quimper;;1993;
28597;MONGELLI;BLAINE;M;Bruz;;1994;
28598;MON;ERNIE;M;Chartres de Bretagne;EACB;1995;283738
28599;MOLLISON;CURT;M;Chantepie;;1996;
28600;MOLLETTE;QUENTIN;M;Saint Erblon;;1997;
28601;MOLDOVAN;AGUSTIN;M;La Meziere;;1998;
28602;MOHAR;MURRAY;M;Montgermont;;1999;
28603;MIZUNO;JAMAL;M;Bourgbarre;;2000;
28604;MITCHELLE;DEVON;M;Orgeres;;1983;
28605;MISHRA;ADOLFO;M;Montfort;;1984;
28606;MISENHEIMER;HARRISON;M;Iffendic;;1985;
28607;MINSHALL;TYSON;M;Melesse;;1986;
28608;MINOZZI;BURTON;M;Bruz;;1987;
28609;MINNIEFIELD;BRADY;M;Saint Malo;;1988;
28610;MINION;ELLIOTT;M;Dinard;;1989;
28611;MILHOUS;WILFREDO;M;Angers;;1990;
28612;MIGLIACCIO;BART;M;Brest;;1991;
28613;MIGDAL;JARROD;M;Nantes;;1992;
28614;MICKELL;VANCE;M;Pace;;1993;
28615;MEYERING;DENIS;M;Vern;;1994;
28616;METHOT;DAMIEN;M;Mordelles;;1995;
28617;MESTER;JOAQUIN;M;Saint Brieuc;;1996;
28618;MESLER;HARLAN;M;Paris;Racing club;1997;283758
28619;MERIWEATHER;DESMOND;M;Chantepie;;1998;
28620;MENSING;ELLIOT;M;Cesson Sevigne;;1999;
28621;MENSAH;DARWIN;M;Thorigne;;2000;
28622;MENGE;ASHLEY;M;Vezin;;1996;
28623;MENDOLA;GREGORIO;M;Le Rheu;;1997;
28624;MENDIBLES;BUDDY;M;Fougeres;;1998;
28625;MELOCHE;XAVIER;M;Dinan;;1999;
28626;MELNIK;KERMIT;M;Pont Pean;;2000;
28627;MELLAS;ROSCOE;M;Pont Rean;;1963;
28628;MEINERT;ESTEBAN;M;Chateaugiron;;1965;
28629;MEHRHOFF;ANTON;M;Rennes;EARTA;1969;283769
28630;MEDAS;SOLOMON;M;Cesson Sevigne;;1961;
28631;MECKLER;SCOTTY;M;Rennes;;1951;
28632;MCTAGUE;NORBERT;M;Romille;;1955;
28633;MCSPIRIT;ELVIN;M;Chateaubourg;;1957;
28634;MCSHEA;WILLIAMS;M;Nantes;;1947;
28635;MCQUOWN;NOLAN;M;Paris;;1970;
28636;MCQUILLER;CAREY;M;Saint Brieuc;;1971;
28637;MCLARNEY;ROD;M;Brest;;1972;
28638;MCKINEY;QUINTON;M;Morlaix;;1973;
28639;MCKEARNEY;HAL;M;Quimper;ASPTT Quimper;1974;283779
28640;MCGUYER;BRAIN;M;Bruz;Bruz Athletisme;1975;283780
28641;MCFARLAN;ROB;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1975;283781
28642;MCFADYEN;ELWOOD;M;Chantepie;;1976;
28643;MCDANIAL;KENDRICK;M;Saint Erblon;;1976;
28644;MCDANEL;DARIUS;M;La Meziere;Agile Talon;1977;283784
28645;MCCURTIS;MOISES;M;Montgermont;;1977;
28646;MCCROHAN;SON;M;Bourgbarre;;1978;
28647;MCCORRY;MARLIN;M;Orgeres;Jogging Loisir Orgeres;1979;283787
28648;MCCLUNE;FIDEL;M;Montfort;EAPB;1980;283788
28649;MCCANT;THADDEUS;M;Iffendic;;1981;
28650;MCCANNA;CLIFF;M;Melesse;JA Melesse Athletisme;1978;283790
28651;MCCANDLISH;MARCEL;M;Bruz;;1979;
28652;MCALOON;ALI;M;Saint Malo;CJF St Malo;1980;283792
28653;MAYALL;JACKSON;M;Dinard;;1981;
28654;MAVER;RAPHAEL;M;Angers;Anjou Athletisme;1982;283794
28655;MAUNE;BRYON;M;Brest;Stade Brestois;1983;283795
28656;MATZA;ARMAND;M;Nantes;;1984;
28657;MATTY;ALVARO;M;Pace;SRA;1985;283797
28658;MATSUZAKI;JEFFRY;M;Vern;;1986;
28659;MATOTT;DANE;M;Mordelles;;1987;
28660;MATHEY;JOESPH;M;Saint Brieuc;ASPTT St Brieuc;1988;283800
28661;MATEOS;THURMAN;M;Paris;;1989;
28662;MASONER;NED;M;Chantepie;;1990;
28663;MASINO;SAMMIE;M;Cesson Sevigne;Athletic club cessonais;1982;283803
28664;MAS;RUSTY;M;Thorigne;;1983;
28665;MARZULLO;MICHEL;M;Vezin;;1984;
28666;MARZ;MONTY;M;Le Rheu;;1985;
28667;MARYLAND;RORY;M;Fougeres;ASPTT Fougeres;1986;283807
28668;MARSOLEK;FABIAN;M;Dinan;;1987;
28669;MARQUARD;REGGIE;M;Pont Pean;;1988;
28670;MARIO;MASON;M;Pont Rean;;1989;
28671;MARCHETTA;GRAHAM;M;Chateaugiron;;1990;
28672;MARBERRY;KRIS;M;Rennes;SRA;1991;283812
28673;MANZIONE;ISAIAH;M;Cesson Sevigne;;1992;
28674;MANY;VAUGHN;M;Rennes;SRA;1993;283814
28675;MANTHEI;GUS;M;Romille;;1994;
28676;MANKA;AVERY;M;Chateaubourg;;1995;
28677;MANGRAM;LOYD;M;Nantes;Nantes Metropole Athletisme;1996;283817
28678;MANGLE;DIEGO;M;Paris;;1997;
28679;MANGEL;ALEXIS;M;Saint Brieuc;;1998;
28680;MANDATO;ADOLPH;M;Brest;;1999;
28681;MANCILLAS;NORRIS;M;Morlaix;;2000;
28682;MAMMEN;MILLARD;M;Quimper;;1983;
28683;MALINA;ROCCO;M;Bruz;;1984;
28684;MALETTA;GONZALO;M;Chartres de Bretagne;EACB;1985;283824
28685;MALECKI;DERICK;M;Chantepie;;1986;
28686;MAJKUT;RODRIGO;M;Saint Erblon;;1987;
28687;MAGES;GERRY;M;La Meziere;;1988;
28688;MAESTRE;STACEY;M;Montgermont;;1989;
28689;MACPHAIL;CARMEN;M;Bourgbarre;;1990;
28690;MACO;WILEY;M;Orgeres;;1991;
28691;MACNEILL;RIGOBERTO;M;Montfort;;1992;
28692;MACADAM;ALPHONSO;M;Iffendic;;1993;
28693;LYSIAK;TY ;M;Melesse;;1994;
28694;LYNE;SHELBY;M;Bruz;;1995;
28695;LUXTON;RICKIE;M;Saint Malo;;1996;
28696;LUPTAK;NOE;M;Dinard;;1997;
28697;LUNDMARK;VERN;M;Angers;;1998;
28698;LUGINBILL;BOBBIE;M;Brest;;1999;
28699;LOVALLO;REED;M;Nantes;;2000;
28700;LOUTHAN;JEFFERSON;M;Pace;;1996;
28701;LOUSTEAU;ELVIS;M;Vern;;1997;
28702;LOUPE;BERNARDO;M;Mordelles;;1998;
28703;LOTTI;MAURICIO;M;Saint Brieuc;;1999;
28704;LOPRESTO;HIRAM;M;Paris;Racing club;2000;283844
28705;LONSDALE;DONOVAN;M;Chantepie;;1963;
28706;LONGSWORTH;BASIL;M;Cesson Sevigne;;1965;
28707;LOHNES;RILEY;M;Thorigne;;1969;
28708;LOGHRY;OLLIE;M;Vezin;;1961;
28709;LOGEMANN;NICKOLAS;M;Le Rheu;;1951;
28710;LOFARO;MAYNARD;M;Fougeres;;1955;
28711;LOEBER;SCOT;M;Dinan;;1957;
28712;LOCASTRO;VINCE;M;Pont Pean;;1947;
28713;LIVINGS;QUINCY;M;Pont Rean;;1970;
28714;LITZINGER;EDDY;M;Chateaugiron;;1971;
28715;LITTS;SEBASTIAN;M;Rennes;EARTA;1972;283855
28716;LIOTTA;FEDERICO;M;Cesson Sevigne;;1973;
28717;LINGARD;ULYSSES;M;Rennes;;1974;
28718;LINEBACK;HERIBERTO;M;Romille;;1975;
28719;LINDY;DONNELL;M;Chateaubourg;;1975;
28720;LINDHORST;COLE;M;Nantes;;1976;
28721;LILL;DENNY;M;Paris;;1976;
28722;LIDE;DAVIS;M;Saint Brieuc;;1977;
28723;LICKLITER;GAVIN;M;Brest;;1977;
28724;LIBERMAN;EMERY;M;Morlaix;;1978;
28725;LEWINSKI;WARD;M;Quimper;ASPTT Quimper;1979;283865
28726;LEVANDOWSKI;ROMEO;M;Bruz;Bruz Athletisme;1980;283866
28727;LEIMBACH;JAYSON;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1981;283867
28728;LEIFER;DION;M;Chantepie;;1978;
28729;LEIDHOLT;DANTE;M;Saint Erblon;;1979;
28730;LEIBY;CLEMENT;M;La Meziere;Agile Talon;1980;283870
28731;LEIBEL;COY;M;Montgermont;;1981;
28732;LEIBEE;ODELL;M;Bourgbarre;;1982;
28733;LEHRKE;MAXWELL;M;Orgeres;Jogging Loisir Orgeres;1983;283873
28734;LEHNHERR;JARVIS;M;Montfort;EAPB;1984;283874
28735;LEGO;BRUNO;M;Iffendic;;1985;
28736;LEESE;ISSAC;M;Melesse;JA Melesse Athletisme;1986;283876
28737;LEEN;MARY;M;Bruz;;1987;
28738;LEDO;DUDLEY;M;Saint Malo;CJF St Malo;1988;283878
28739;LECH;BROCK;M;Dinard;;1989;
28740;LEBLOND;SANFORD;M;Angers;Anjou Athletisme;1990;283880
28741;LEAP;COLBY;M;Brest;Stade Brestois;1982;283881
28742;LEAHEY;CARMELO;M;Nantes;;1983;
28743;LAZZARI;BARNEY;M;Pace;SRA;1984;283883
28744;LAWRANCE;NESTOR;M;Vern;;1985;
28745;LAWLIS;HOLLIS;M;Mordelles;;1986;
28746;LAWHORNE;STEFAN;M;Saint Brieuc;ASPTT St Brieuc;1987;283886
28747;LAWES;DONNY;M;Paris;;1988;
28748;LAVIGNA;ART;M;Chantepie;;1989;
28749;LAVELL;LINWOOD;M;Cesson Sevigne;Athletic club cessonais;1990;283889
28750;LAUZIER;BEAU;M;Thorigne;;1991;
28751;LAUTER;WELDON;M;Vezin;;1992;
28752;LAUMANN;GALEN;M;Le Rheu;;1993;
28753;LATSHA;ISIDRO;M;Fougeres;ASPTT Fougeres;1994;283893
28754;LATOURETTE;TRUMAN;M;Dinan;;1995;
28755;LATONA;DELMAR;M;Pont Pean;;1996;
28756;LATNEY;JOHNATHON;M;Pont Rean;;1997;
28757;LASKA;SILAS;M;Chateaugiron;;1998;
28758;LARNER;FREDERIC;M;Rennes;SRA;1999;283898
28759;LARMORE;DICK;M;Cesson Sevigne;;2000;
28760;LARKE;KIRBY;M;Rennes;SRA;1983;283900
28761;LARENCE;IRWIN;M;Romille;;1984;
28762;LAPIER;CRUZ;M;Chateaubourg;;1985;
28763;LANZARIN;MERLIN;M;Nantes;Nantes Metropole Athletisme;1986;283903
28764;LANDS;MERRILL;M;Paris;;1987;
28765;LAMMEY;CHARLEY;M;Saint Brieuc;;1988;
28766;LAMKE;MARCELINO;M;Brest;;1989;
28767;LAMINACK;LANE;M;Morlaix;;1990;
28768;LAMASTUS;HARRIS;M;Quimper;;1991;
28769;LAMASTER;CLEO;M;Bruz;;1992;
28770;LACEWELL;CARLO;M;Chartres de Bretagne;EACB;1993;283910
28771;LABARR;TRENTON;M;Chantepie;;1994;
28772;LAABS;KURTIS;M;Saint Erblon;;1995;
28773;KUTCH;HUNTER;M;La Meziere;;1996;
28774;KUPER;AURELIO;M;Montgermont;;1997;
28775;KUNA;WINFRED;M;Bourgbarre;;1998;
28776;KUBIS;VITO;M;Orgeres;;1999;
28777;KRZEMIEN;COLLIN;M;Montfort;;2000;
28778;KRUPINSKI;DENVER;M;Iffendic;;1996;
28779;KREPPS;CARTER;M;Melesse;;1997;
28780;KREEGER;LEONEL;M;Bruz;;1998;
28781;KRANER;EMORY;M;Saint Malo;;1999;
28782;KRAMMER;PASQUALE;M;Dinard;;2000;
28783;KOUNTZ;MOHAMMAD;M;Angers;;1963;
28784;KOTHE;MARIANO;M;Brest;;1965;
28785;KORPELA;DANIAL;M;Nantes;;1969;
28786;KOMARA;BLAIR;M;Pace;;1961;
28787;KOLENDA;LANDON;M;Vern;;1951;
28788;KOLEK;DIRK;M;Mordelles;;1955;
28789;KOHNEN;BRANDEN;M;Saint Brieuc;;1957;
28790;KOELZER;ADAN;M;Paris;Racing club;1947;283930
28791;KOELSCH;NUMBERS;M;Chantepie;;1970;
28792;KOCUREK;CLAIR;M;Cesson Sevigne;;1971;
28793;KNOKE;BUFORD;M;Thorigne;;1972;
28794;KNAUFF;GERMAN;M;Vezin;;1973;
28795;KNAGGS;BERNIE;M;Le Rheu;;1974;
28796;KNAB;WILMER;M;Fougeres;;1975;
28797;KLUVER;JOAN;M;Dinan;;1975;
28798;KLOSE;EMERSON;M;Pont Pean;;1976;
28799;KLIEN;ZACHERY;M;Pont Rean;;1976;
28800;KLAHR;FLETCHER;M;Chateaugiron;;1977;
28801;KITAGAWA;JACQUES;M;Rennes;EARTA;1977;283941
28802;KISSLER;ERROL;M;Cesson Sevigne;;1978;
28803;KIRSTEIN;DALTON;M;Rennes;;1979;
28804;KINNON;MONROE;M;Romille;;1980;
28805;KINNEBREW;JOSUE;M;Chateaubourg;;1981;
28806;KINNAMON;DOMINIQUE;M;Nantes;;1978;
28807;KIMMINS;EDWARDO;M;Paris;;1979;
28808;KILGOUR;BOOKER;M;Saint Brieuc;;1980;
28809;KILCOYNE;WILFORD;M;Brest;;1981;
28810;KIESTER;SONNY;M;Morlaix;;1982;
28811;KIEHM;SHELTON;M;Quimper;ASPTT Quimper;1983;283951
28812;KHA;CARSON;M;Bruz;Bruz Athletisme;1984;283952
28813;KESSELRING;THERON;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1985;283953
28814;KERESTES;RAYMUNDO;M;Chantepie;;1986;
28815;KENNISTON;DAREN;M;Saint Erblon;;1987;
28816;KENNAMORE;TRISTAN;M;La Meziere;Agile Talon;1988;283956
28817;KENEBREW;HOUSTON;M;Montgermont;;1989;
28818;KELDERMAN;ROBBY;M;Bourgbarre;;1990;
28819;KEITEL;LINCOLN;M;Orgeres;Jogging Loisir Orgeres;1982;283959
28820;KEFAUVER;JAME;M;Montfort;EAPB;1983;283960
28821;KATZENBERGER ;GENARO;M;Iffendic;;1984;
28822;KATT;GALE;M;Melesse;JA Melesse Athletisme;1985;283962
28823;KAST;BENNETT;M;Bruz;;1986;
28824;KASSEL;OCTAVIO;M;Saint Malo;CJF St Malo;1987;283964
28825;KASEY;CORNELL;M;Dinard;;1988;
28826;KAROL;LAVERNE;M;Angers;Anjou Athletisme;1989;283966
28827;KAMARA;HUNG;M;Brest;Stade Brestois;1990;283967
28828;KALMBACH;ARRON;M;Nantes;;1991;
28829;KAIZER;ANTONY;M;Pace;SRA;1992;283969
28830;KAIWI;HERSCHEL;M;Vern;;1993;
28831;KAINZ;ALVA;M;Mordelles;;1994;
28832;JURCZYK;GIOVANNI;M;Saint Brieuc;ASPTT St Brieuc;1995;283972
28833;JUMONVILLE;GARTH;M;Paris;;1996;
28834;JULIAR;CYRUS;M;Chantepie;;1997;
28835;JOURDAIN;CYRIL;M;Cesson Sevigne;Athletic club cessonais;1998;283975
28836;JOHNDROW;RONNY;M;Thorigne;;1999;
28837;JOHANNING;STEVIE;M;Vezin;;2000;
28838;JOHANNESEN;LON;M;Le Rheu;;1983;
28839;JOFFRION;FREEMAN;M;Fougeres;ASPTT Fougeres;1984;283979
28840;JOBES;ERIN;M;Dinan;;1985;
28841;JERDE;DUNCAN;M;Pont Pean;;1986;
28842;JENTZSCH;KENNITH;M;Pont Rean;;1987;
28843;JENKENS;CARMINE;M;Chateaugiron;;1988;
28844;JENDRO;AUGUSTINE;M;Rennes;SRA;1989;283984
28845;JELLERSON;YOUNG;M;Cesson Sevigne;;1990;
28846;JEFFERDS;ERICH;M;Rennes;SRA;1991;283986
28847;JAURE;CHADWICK;M;Romille;;1992;
28848;JAQUISH;WILBURN;M;Chateaubourg;;1993;
28849;JANEWAY;RUSS;M;Nantes;Nantes Metropole Athletisme;1994;283989
28850;JAGO;REID;M;Paris;;1995;
28851;IWASAKI;MYLES;M;Saint Brieuc;;1996;
28852;ISHMAN;ANDERSON;M;Brest;;1997;
28853;ISAZA;MORTON;M;Morlaix;;1998;
28854;INMON;JONAS;M;Quimper;;1999;
28855;INLOW;FOREST;M;Bruz;;2000;
28856;INCLAN;MITCHEL;M;Chartres de Bretagne;EACB;1996;283996
28857;ILDEFONSO;MERVIN;M;Chantepie;;1997;
28858;IKE;ZANE;M;Saint Erblon;;1998;
28859;IEZZI;RICH;M;La Meziere;;1999;
28860;IANNI;JAMEL;M;Montgermont;;2000;
28861;IACOVETTO;LAZARO;M;Bourgbarre;;1963;
28862;HYLDAHL;ALPHONSE;M;Orgeres;;1965;
28863;HUXHOLD;RANDELL;M;Montfort;;1969;
28864;HUSER;MAJOR;M;Iffendic;;1961;
28865;HUMPHERYS;JOHNIE;M;Melesse;;1951;
28866;HUMBURG;JARRETT;M;Bruz;;1955;
28867;HULT;BROOKS;M;Saint Malo;;1957;
28868;HULLENDER;ARIEL;M;Dinard;;1947;
28869;HULBURT;ABDUL;M;Angers;;1970;
28870;HUCKABAY;DUSTY;M;Brest;;1971;
28871;HOWETH;LUCIANO;M;Nantes;;1972;
28872;HOVERMALE;LINDSEY;M;Pace;;1973;
28873;HOVEN;TRACEY;M;Vern;;1974;
28874;HOUTMAN;SEYMOUR;M;Mordelles;;1975;
28875;HOURIGAN;SCOTTIE;M;Saint Brieuc;;1975;
28876;HOSEK;EUGENIO;M;Paris;Racing club;1976;284016
28877;HOPGOOD;MOHAMMED;M;Chantepie;;1976;
28878;HOMRICH;SANDY;M;Cesson Sevigne;;1977;
28879;HOLSTINE;VALENTIN;M;Thorigne;;1977;
28880;HOLSCLAW;CHANCE;M;Vezin;;1978;
28881;HOKAMA;ARNULFO;M;Le Rheu;;1979;
28882;HOFFPAUIR;LUCIEN;M;Fougeres;;1980;
28883;HOFFNER;FERDINAND;M;Dinan;;1981;
28884;HOCHSTEIN;THAD;M;Pont Pean;;1978;
28885;HOCHSTATTER;EZRA;M;Pont Rean;;1979;
28886;HOCHBERG;SYDNEY;M;Chateaugiron;;1980;
28887;HJELM;ALDO;M;Rennes;EARTA;1981;284027
28888;HISCOX;RUBIN;M;Cesson Sevigne;;1982;
28889;HINSLEY;ROYAL;M;Rennes;;1983;
28890;HINKS;MITCH;M;Romille;;1984;
28891;HINEMAN;EARLE;M;Chateaubourg;;1985;
28892;HINELINE;ABE;M;Nantes;;1986;
28893;HINCK;WYATT;M;Paris;;1987;
28894;HILBUN;MARQUIS;M;Saint Brieuc;;1988;
28895;HEWINS;LANNY;M;Brest;;1989;
28896;HERZING;KAREEM;M;Morlaix;;1990;
28897;HERTZBERG;JAMAR;M;Quimper;ASPTT Quimper;1982;284037
28898;HERTENSTEIN;BORIS;M;Bruz;Bruz Athletisme;1983;284038
28899;HERREA;ISIAH;M;Chartres de Bretagne;Esperance Chartres de Bretagne;1984;284039
28900;HERINGTON;EMILE;M;Chantepie;;1985;
28901;HERCULES;ELMO;M;Saint Erblon;;1986;
28902;HENRIE;ARON;M;La Meziere;Agile Talon;1987;284042
28903;HENMAN;LEOPOLDO;M;Montgermont;;1988;
28904;HENGST;EVERETTE;M;Bourgbarre;;1989;
28905;HEMMEN;JOSEF;M;Orgeres;Jogging Loisir Orgeres;1990;284045
28906;HELMKE;GAIL;M;Montfort;EAPB;1991;284046
28907;HELGERSON;ELOY;M;Iffendic;;1992;
28908;HEINSOHN;DORIAN;M;Melesse;JA Melesse Athletisme;1993;284048
28909;HEIGL;RODRICK;M;Bruz;;1994;
28910;HEGSTAD;REINALDO;M;Saint Malo;CJF St Malo;1995;284050
28911;HEGGEN;LUCIO;M;Dinard;;1996;
28912;HEGGE;JERROD;M;Angers;Anjou Athletisme;1997;284052
28913;HEFTI;WESTON;M;Brest;Stade Brestois;1998;284053
28914;HEATHCOCK;HERSHEL;M;Nantes;;1999;
28915;HAYLETT;BARTON;M;Pace;SRA;2000;284055
28916;HAUPERT;PARKER;M;Vern;;1983;
28917;HAUFLER;LEMUEL;M;Mordelles;;1984;
28918;HATALA;LAVERN;M;Saint Brieuc;ASPTT St Brieuc;1985;284058
28919;HASLIP;BURT;M;Paris;;1986;
28920;HARTLESS;JULES;M;Chantepie;;1987;
28921;HARTJE;GIL;M;Cesson Sevigne;Athletic club cessonais;1988;284061
28922;HARTIS;ELISEO;M;Thorigne;;1989;
28923;HARPOLD;AHMAD;M;Vezin;;1990;
28924;HARMSEN;NIGEL;M;Le Rheu;;1991;
28925;HARBACH;EFREN;M;Fougeres;ASPTT Fougeres;1992;284065
28926;HANTEN;ANTWAN;M;Dinan;;1993;
28927;HANINGTON;ALDEN;M;Pont Pean;;1994;
28928;HAMMEN;MARGARITO;M;Pont Rean;;1995;
